Code,Name,PrevCloseMode
002594,比亚迪,qfq
300346,南大光电,
688126,沪硅产业,
688549,中巨芯,
601899,紫金矿业,
600021,上海电力,
000536,华映科技,
600838,上海九百,
300783,三只松鼠,
